ID,Category,Name,Method,MethodArgument,RegistryPath,RegistryItem,ClassName,Namespace,Property,DefaultValue,RecommendedValue,Operator,Severity
18.10.79.2,Administrative Templates: Windows Components,Windows Ink Workspace: Allow Windows Ink Workspace,Registry,,HKLM:\Software\Policies\Microsoft\WindowsInkWorkspace,AllowWindowsInkWorkspace,,,,1,1,<=,Medium
18.10.80.1,Administrative Templates: Windows Components,Windows Installer: Allow user control over installs,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Installer,EnableUserControl,,,,1,0,=,Medium
18.10.80.2,Administrative Templates: Windows Components,Windows Installer: Always install with elevated privileges,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Installer,AlwaysInstallElevated,,,,0,0,=,Medium
18.10.81.1,Administrative Templates: Windows Components,Windows Logon Options: Configure the transmission of the user's password in the content of MPR notifications sent by winlogon,Registry,,HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System,EnableMPR,,,,,0,=,Medium
18.10.81.2,Administrative Templates: Windows Components,Windows Logon Options: Sign-in and lock last interactive user automatically after a restart,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,DisableAutomaticRestartSignOn,,,,0,1,=,Medium
18.10.88.1.1,Administrative Templates: Windows Components,WinRM Client: Allow Basic authentication,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client,AllowBasic,,,,1,0,=,Medium
18.10.88.1.2,Administrative Templates: Windows Components,WinRM Client: Allow unencrypted traffic,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client,AllowUnencryptedTraffic,,,,1,0,=,Medium
18.10.88.1.3,Administrative Templates: Windows Components,WinRM Client: Disallow Digest authentication,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client,AllowDigest,,,,1,0,=,Medium
18.10.88.2.1,Administrative Templates: Windows Components,WinRM Service: Allow Basic authentication,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service,AllowBasic,,,,1,0,=,Medium
18.10.88.2.3,Administrative Templates: Windows Components,WinRM Service: Allow unencrypted traffic,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service,AllowUnencryptedTraffic,,,,1,0,=,Medium
18.10.88.2.4,Administrative Templates: Windows Components,WinRM Service: Disallow WinRM from storing RunAs credentials,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service,DisableRunAs,,,,0,1,=,Medium
18.10.91.2.1,Administrative Templates: Windows Components,App and browser protection: Prevent users from modifying settings,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender Security Center\App and Browser protection,DisallowExploitProtectionOverride,,,,,1,=,Medium
18.10.92.1.1,Administrative Templates: Windows Components,Windows Update: Legacy Policies: No auto-restart with logged on users for scheduled automatic updates installations,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\Au,NoAutoRebootWithLoggedOnUsers,,,,0,0,=,Medium
18.10.92.2.1,Administrative Templates: Windows Components,Windows Update: Manage end user experience: Configure Automatic Updates,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\Au,NoAutoUpdate,,,,0,0,=,Medium
18.10.92.2.2,Administrative Templates: Windows Components,Windows Update: Manage end user experience: Configure Automatic Updates: Scheduled install day,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\Au,ScheduledInstallDay,,,,,0,=,Medium
19.5.1.1,Administrative Templates: Start Menu and Taskbar,Notifications: Turn off toast notifications on the lock screen,Registry,,HKCU:\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\PushNotifications,NoToastApplicationNotificationOnLockScreen,,,,0,1,=,Medium
19.7.5.1,Administrative Templates: Windows Components,Attachment Manager: Do not preserve zone information in file attachments,Registry,,HKCU:\Software\Microsoft\Windows\CurrentVersion\Policies\Attachments,SaveZoneInformation,,,,,2,=,Medium
19.7.5.2,Administrative Templates: Windows Components,Attachment Manager: Notify antivirus programs when opening attachments,Registry,,HKCU:\Software\Microsoft\Windows\CurrentVersion\Policies\Attachments,ScanWithAntiVirus,,,,,3,=,Medium
19.7.8.1,Administrative Templates: Windows Components,Cloud Content: Configure Windows spotlight on lock screen,Registry,,HKCU:\Software\Policies\Microsoft\Windows\CloudContent,ConfigureWindowsSpotlight,,,,,2,=,Medium
19.7.8.2,Administrative Templates: Windows Components,Cloud Content: Do not suggest third-party content in Windows spotlight,Registry,,HKCU:\Software\Policies\Microsoft\Windows\CloudContent,DisableThirdPartySuggestions,,,,0,1,=,Medium
19.7.8.5,Administrative Templates: Windows Components,Cloud Content: Turn off Spotlight collection on Desktop,Registry,,HKCU:\Software\Policies\Microsoft\Windows\CloudContent,DisableSpotlightCollectionOnDesktop,,,,,1,=,Medium
19.7.26.1,Administrative Templates: Windows Components,Network Sharing: Prevent users from sharing files within their profile,Registry,,HKCU:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer,NoInplaceSharing,,,,0,1,=,Medium
